Link,ID,593a,593b,510a,510c,THE ONLY ONE,,Notes,More notes
https://muscat.rism.info/admin/sources/1000000287,1000000287,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. Q 130,,
https://muscat.rism.info/admin/sources/1000000288,1000000288,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. Q 140,,
https://muscat.rism.info/admin/sources/1000000290,1000000290,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 40,,
https://muscat.rism.info/admin/sources/1000000291,1000000291,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 120,,
https://muscat.rism.info/admin/sources/1000000292,1000000292,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 124,,
https://muscat.rism.info/admin/sources/1000000293,1000000293,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 125,,
https://muscat.rism.info/admin/sources/1000000296,1000000296,Print,Notated music,RISM A/I,,PL-Kj,[no indication],,
https://muscat.rism.info/admin/sources/1000000297,1000000297,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 290 [2],,
https://muscat.rism.info/admin/sources/1000000298,1000000298,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 340,,
https://muscat.rism.info/admin/sources/1000000299,1000000299,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 360,,
https://muscat.rism.info/admin/sources/1000000300,1000000300,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 400,,
https://muscat.rism.info/admin/sources/1000000301,1000000301,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 410,,
https://muscat.rism.info/admin/sources/1000000302,1000000302,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 490,,
https://muscat.rism.info/admin/sources/1000000303,1000000303,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 510,,
https://muscat.rism.info/admin/sources/1000000305,1000000305,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 540,,
https://muscat.rism.info/admin/sources/1000000306,1000000306,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 785 [2],,
https://muscat.rism.info/admin/sources/1000000310,1000000310,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1600 [7],,
https://muscat.rism.info/admin/sources/1000000311,1000000311,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 245,,
https://muscat.rism.info/admin/sources/1000000312,1000000312,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 244,,
https://muscat.rism.info/admin/sources/1000000313,1000000313,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 240,,
https://muscat.rism.info/admin/sources/1000000314,1000000314,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 40,,
https://muscat.rism.info/admin/sources/1000000315,1000000315,Print,Notated music,RISM A/I,,PL-Kj,[no indication],,
https://muscat.rism.info/admin/sources/1000000317,1000000317,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 140,,
https://muscat.rism.info/admin/sources/1000000318,1000000318,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 210,,
https://muscat.rism.info/admin/sources/1000000319,1000000319,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. R 30 [2],,
https://muscat.rism.info/admin/sources/1000000320,1000000320,Print,Notated music,RISM A/I,,PL-Kj,Mus. ant. pract. R 30 [3],,
https://muscat.rism.info/admin/sources/1000000321,1000000321,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 310,,
https://muscat.rism.info/admin/sources/1000000322,1000000322,Print,Notated music,RISM A/I,,PL-Kj,Nus.ant.pract. S 320,,
https://muscat.rism.info/admin/sources/1000000349,1000000349,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 392,,
https://muscat.rism.info/admin/sources/1000000350,1000000350,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 405,,
https://muscat.rism.info/admin/sources/1000000351,1000000351,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 410,,
https://muscat.rism.info/admin/sources/1000000352,1000000352,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 410,,
https://muscat.rism.info/admin/sources/1000000353,1000000353,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 420,,
https://muscat.rism.info/admin/sources/1000000354,1000000354,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 413 [1],,
https://muscat.rism.info/admin/sources/1000000355,1000000355,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 436,,
https://muscat.rism.info/admin/sources/1000000358,1000000358,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 432,,
https://muscat.rism.info/admin/sources/1000000359,1000000359,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 430,,
https://muscat.rism.info/admin/sources/1000000360,1000000360,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 440,,
https://muscat.rism.info/admin/sources/1000000361,1000000361,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 447,,
https://muscat.rism.info/admin/sources/1000000362,1000000362,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 455,,
https://muscat.rism.info/admin/sources/1000000363,1000000363,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. 459,,
https://muscat.rism.info/admin/sources/1000000364,1000000364,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 451,,
https://muscat.rism.info/admin/sources/1000000365,1000000365,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 457,,
https://muscat.rism.info/admin/sources/1000000368,1000000368,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 453,,
https://muscat.rism.info/admin/sources/1000000369,1000000369,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 453,,
https://muscat.rism.info/admin/sources/1000000370,1000000370,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 477,,
https://muscat.rism.info/admin/sources/1000000371,1000000371,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 477,,
https://muscat.rism.info/admin/sources/1000000373,1000000373,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 473,,
https://muscat.rism.info/admin/sources/1000000374,1000000374,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 469,,
https://muscat.rism.info/admin/sources/1000000375,1000000375,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 471,,
https://muscat.rism.info/admin/sources/1000000376,1000000376,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 480,,
https://muscat.rism.info/admin/sources/1000000377,1000000377,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 486,,
https://muscat.rism.info/admin/sources/1000000378,1000000378,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 484,,
https://muscat.rism.info/admin/sources/1000000379,1000000379,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 488,,
https://muscat.rism.info/admin/sources/1000000380,1000000380,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 492,,
https://muscat.rism.info/admin/sources/1000000381,1000000381,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 490,,
https://muscat.rism.info/admin/sources/1000000382,1000000382,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 482,,
https://muscat.rism.info/admin/sources/1000000383,1000000383,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 503,,
https://muscat.rism.info/admin/sources/1000000384,1000000384,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 505,,
https://muscat.rism.info/admin/sources/1000000385,1000000385,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 501,,
https://muscat.rism.info/admin/sources/1000000386,1000000386,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 516,,
https://muscat.rism.info/admin/sources/1000000387,1000000387,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 514,,
https://muscat.rism.info/admin/sources/1000000388,1000000388,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 512,,
https://muscat.rism.info/admin/sources/1000000389,1000000389,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 425 [3],,
https://muscat.rism.info/admin/sources/1000000390,1000000390,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 528,,
https://muscat.rism.info/admin/sources/1000000391,1000000391,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 526,,
https://muscat.rism.info/admin/sources/1000000392,1000000392,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 530,,
https://muscat.rism.info/admin/sources/1000000393,1000000393,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 532,,
https://muscat.rism.info/admin/sources/1000000394,1000000394,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 542,,
https://muscat.rism.info/admin/sources/1000000395,1000000395,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 542,,
https://muscat.rism.info/admin/sources/1000000396,1000000396,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 549,,
https://muscat.rism.info/admin/sources/1000000399,1000000399,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 551,,
https://muscat.rism.info/admin/sources/1000000400,1000000400,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 547,,
https://muscat.rism.info/admin/sources/1000000401,1000000401,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 545,,
https://muscat.rism.info/admin/sources/1000000404,1000000404,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 600,,
https://muscat.rism.info/admin/sources/1000000405,1000000405,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 660,,
https://muscat.rism.info/admin/sources/1000000406,1000000406,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 678,,
https://muscat.rism.info/admin/sources/1000000407,1000000407,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 740,,
https://muscat.rism.info/admin/sources/1000000408,1000000408,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 830,,
https://muscat.rism.info/admin/sources/1000000410,1000000410,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 880,,
https://muscat.rism.info/admin/sources/1000000413,1000000413,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 1050 [2],,
https://muscat.rism.info/admin/sources/1000000414,1000000414,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 1050 [4],,
https://muscat.rism.info/admin/sources/1000000417,1000000417,Print,Notated music,RISM A/I,,D-KNu,1 P 290,,
https://muscat.rism.info/admin/sources/1000000418,1000000418,Print,Notated music,RISM A/I,,D-KNu,1 P 302,,
https://muscat.rism.info/admin/sources/1000000419,1000000419,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1000,,
https://muscat.rism.info/admin/sources/1000000420,1000000420,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1015,,
https://muscat.rism.info/admin/sources/1000000421,1000000421,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1017,,
https://muscat.rism.info/admin/sources/1000000422,1000000422,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1020,,
https://muscat.rism.info/admin/sources/1000000423,1000000423,Print,Notated music,RISM A/I,,PL-Kj,[no indication],,
https://muscat.rism.info/admin/sources/1000000424,1000000424,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1075,,
https://muscat.rism.info/admin/sources/1000000425,1000000425,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1080,,
https://muscat.rism.info/admin/sources/1000000428,1000000428,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1150,,
https://muscat.rism.info/admin/sources/1000000429,1000000429,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1140,,
https://muscat.rism.info/admin/sources/1000000430,1000000430,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1215,,
https://muscat.rism.info/admin/sources/1000000431,1000000431,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1250,,
https://muscat.rism.info/admin/sources/1000000432,1000000432,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1275,,
https://muscat.rism.info/admin/sources/1000000433,1000000433,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1285,,
https://muscat.rism.info/admin/sources/1000000434,1000000434,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1420,,
https://muscat.rism.info/admin/sources/1000000435,1000000435,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1458,,
https://muscat.rism.info/admin/sources/1000000436,1000000436,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1355,,
https://muscat.rism.info/admin/sources/1000000437,1000000437,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1488,,
https://muscat.rism.info/admin/sources/1000000439,1000000439,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1592,,
https://muscat.rism.info/admin/sources/1000000440,1000000440,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1600 [12],,
https://muscat.rism.info/admin/sources/1000000441,1000000441,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. E 60 [3],,
https://muscat.rism.info/admin/sources/1000000442,1000000442,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1600 [5],,
https://muscat.rism.info/admin/sources/1000000443,1000000443,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1600 [13],,
https://muscat.rism.info/admin/sources/1000000447,1000000447,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1600 [9],,
https://muscat.rism.info/admin/sources/1000000448,1000000448,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1674,,
https://muscat.rism.info/admin/sources/1000000449,1000000449,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1672,,
https://muscat.rism.info/admin/sources/1000000450,1000000450,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1673,,
https://muscat.rism.info/admin/sources/1000000451,1000000451,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1685,,
https://muscat.rism.info/admin/sources/1000000452,1000000452,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1725,,
https://muscat.rism.info/admin/sources/1000000453,1000000453,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1730,,
https://muscat.rism.info/admin/sources/1000000455,1000000455,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1811,,
https://muscat.rism.info/admin/sources/1000000456,1000000456,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1835 [3],,
https://muscat.rism.info/admin/sources/1000000457,1000000457,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1890,,
https://muscat.rism.info/admin/sources/1000000459,1000000459,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. T 80,,
https://muscat.rism.info/admin/sources/1000000461,1000000461,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. T 173,,
https://muscat.rism.info/admin/sources/1000000462,1000000462,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. U 70,,
https://muscat.rism.info/admin/sources/1000000463,1000000463,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. U 75,,
https://muscat.rism.info/admin/sources/1000000464,1000000464,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. U 90,,
https://muscat.rism.info/admin/sources/1000000469,1000000469,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. W 84,,
https://muscat.rism.info/admin/sources/1000000470,1000000470,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. W 170 [2],,
https://muscat.rism.info/admin/sources/1000000471,1000000471,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. W 195,,
https://muscat.rism.info/admin/sources/1000000472,1000000472,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. W 400 [1],,
https://muscat.rism.info/admin/sources/1000000476,1000000476,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 80 [2],,
https://muscat.rism.info/admin/sources/1000000477,1000000477,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 87 [1],,
https://muscat.rism.info/admin/sources/1000000478,1000000478,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 82,,
https://muscat.rism.info/admin/sources/1000000479,1000000479,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 81,,
https://muscat.rism.info/admin/sources/1000000480,1000000480,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 700,,
https://muscat.rism.info/admin/sources/1000000481,1000000481,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 85,,
https://muscat.rism.info/admin/sources/1000000482,1000000482,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. L 813,,
https://muscat.rism.info/admin/sources/1000000483,1000000483,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. B 125,,
https://muscat.rism.info/admin/sources/1000000484,1000000484,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 1268,,
https://muscat.rism.info/admin/sources/1000000490,1000000490,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 153 [1],,
https://muscat.rism.info/admin/sources/1000000491,1000000491,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 157 [2],,
https://muscat.rism.info/admin/sources/1000000492,1000000492,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 157 [1],,
https://muscat.rism.info/admin/sources/1000000493,1000000493,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. E 222,,
https://muscat.rism.info/admin/sources/1000000494,1000000494,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 729,,
https://muscat.rism.info/admin/sources/1000000495,1000000495,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1389 [2],,
https://muscat.rism.info/admin/sources/1000000496,1000000496,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 142 [2],,
https://muscat.rism.info/admin/sources/1000000497,1000000497,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. G 443,,
https://muscat.rism.info/admin/sources/1000000498,1000000498,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. G 782,,
https://muscat.rism.info/admin/sources/1000000499,1000000499,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. B 656,,
https://muscat.rism.info/admin/sources/1000000500,1000000500,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1355,,
https://muscat.rism.info/admin/sources/1000000501,1000000501,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. G 784,,
https://muscat.rism.info/admin/sources/1000000504,1000000504,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. H 990,,
https://muscat.rism.info/admin/sources/1000000505,1000000505,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 900 [2],,
https://muscat.rism.info/admin/sources/1000000506,1000000506,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. K 215,,
https://muscat.rism.info/admin/sources/1000000507,1000000507,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. C 142 [1],,
https://muscat.rism.info/admin/sources/1000000508,1000000508,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. H 695 [2],,
https://muscat.rism.info/admin/sources/1000000509,1000000509,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 45,,
https://muscat.rism.info/admin/sources/1000000511,1000000511,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1389 [1],,
https://muscat.rism.info/admin/sources/1000000512,1000000512,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. G 115,,
https://muscat.rism.info/admin/sources/1000000513,1000000513,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 840,,
https://muscat.rism.info/admin/sources/1000000514,1000000514,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 755,,
https://muscat.rism.info/admin/sources/1000000515,1000000515,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. M 842,,
https://muscat.rism.info/admin/sources/1000000516,1000000516,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. S 900 [3],,
https://muscat.rism.info/admin/sources/1000000517,1000000517,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. N 75,,
https://muscat.rism.info/admin/sources/1000000518,1000000518,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. O 80,,
https://muscat.rism.info/admin/sources/1000000519,1000000519,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. A 80 [3],,
https://muscat.rism.info/admin/sources/1000000520,1000000520,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1387,,
https://muscat.rism.info/admin/sources/1000000521,1000000521,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1388,,
https://muscat.rism.info/admin/sources/1000000522,1000000522,Print,Notated music,RISM A/I,,PL-Kj,Mus.ant.pract. P 1386,,
