00000991005328	[1725?]	Year of publication from British Library catalogue.
00000990068512	[ca. 1700]	Year of publication from British Library catalogue.
00000990068882	[1814?]	Year of publication from British Library catalogue.
00000990069102	[ca. 1770]	Year of publication from British Library catalogue.
00000990069489	[1790?]	Year of publication from British Library catalogue.
00000990069510	[1790?]	Year of publication from British Library catalogue.
00000990069512	[between 1787 and 1794?]	Year of publication from British Library catalogue.
00000990069515	[between 1787 and 1794?]	Year of publication from British Library catalogue.
00000990067845	[1801]	Year of publication from British Library catalogue.
00000990067847	[1797 or 1798]	Year of publication from British Library catalogue.
00000990067858	[between 1795 and 1808]	Year of publication from British Library catalogue.
00000990067897	[1780?]	Year of publication from British Library catalogue.
00000990068144	[1780?]	Year of publication from British Library catalogue.
00000990068145	[1785?]	Year of publication from British Library catalogue.
00000992002956	[ca. 1705]	Year of publication from British Library catalogue.
00000990067629	[1777?]	Year of publication from British Library catalogue.
00000990068215	[1762]	Year of publication from British Library catalogue.
00000991007143	[ca. 1695]	Year of publication from British Library catalogue.
00000991006383	[1802?]	Year of publication from British Library catalogue.
